Committee_Id,Committee_Name,Link_Image,Sponsor_Name,Cash_on_Hand,Coverage_End_Date,Total_Disbursement,Total_Receipt
"C00541078","EXCELSIOR PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00541078","","37607.84","31-MAR-26","35486.9","0"
"C00829655","FUELING INDIVIDUAL RIGHTS EVERYWHERE (FIRE) PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00829655","CROCKETT, JASMINE","22480.96","31-MAR-26","46449.9","35713"
"C00886390","MARCHING ONWARD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00886390","JACKSON, JONATHAN","14985.29","31-MAR-26","11947.3","2500"
"C00747766","TRUTH TO POWER","http://docquery.fec.gov/cgi-bin/fecimg/?C00747766","","279584.58","31-MAR-26","418910.5","398699.7"
"C00850784","WILLAMETTE VALLEY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00850784","SALINAS, ANDREA","17563.87","31-MAR-26","20677.3","31000"
"C00377143","BUILD AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00377143","MEEKS, GREGORY","485946.94","31-MAR-26","175647.7","153965.9"
"C00894824","PELICAN VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00894824","KENNEDY, JOHN NEELY","30892","31-MAR-26","108","31000"
"C00448001","DEMOCRATS UNITED TO CHANGE AND HOPE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00448001","RUPPERSBERGER, C. A. DUTCH","20112.2","31-MAR-26","23619.5","5318"
"C00562330","MAKING A REAL CHANGE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00562330","VEASEY, MARC ALLISON MR.","36100.49","31-MAR-26","114104.8","81393"
"C00663609","PROGRESSIVE MAJORITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00663609","AGUILAR, PETE","145499.8","31-MAR-26","530647","562574.1"
"C00525030","TOGETHER EVERYONE REALIZES REAL IMPACT","http://docquery.fec.gov/cgi-bin/fecimg/?C00525030","SEWELL, TERRYCINA ANDREA","48544.54","31-MAR-26","154833.7","127000"
"C00500256","WHO DAT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00500256","","84919.95","31-MAR-26","49321","0"
"C00834507","BUILDING UP DEMOCRACY'S DREAM","http://docquery.fec.gov/cgi-bin/fecimg/?C00834507","","220627.15","31-MAR-26","674712","813671.6"
"C00870253","DUTY HONOR COUNTRY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00870253","SONZA, ORLANDO","","","",""
"C00428052","MAJORITY COMMITTEE PAC--MC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00428052","","1353554.72","31-MAR-26","1332061.9","237334.9"
"C00894220","SUA SPONTE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00894220","TRAN, DEREK","20372.25","31-MAR-26","26227.8","44100"
"C00576090","EVERGREEN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00576090","DELBENE, SUZAN","0","15-APR-25","64529.2","43499.1"
"C00893982","POPULAR HOPE & RENEWAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00893982","HERNANDEZ RIVERA, PABLO JOSE","18361.17","31-MAR-26","40817.3","42850"
"C00680132","TRIED-AND-TRUE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00680132","PANETTA, JIMMY","105484","31-MAR-26","397048.2","423650.3"
"C00893818","PONDEROSA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00893818","AMODEI, MARK EUGENE","14509.53","31-MAR-26","32990.5","47500"
"C00892901","INNOVATION FOR GOOD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00892901","LICCARDO, SAM","258400.1","31-MAR-26","372901.1","608801.2"
"C00683508","FOREVER YOUTH ORGANIZATION UTILIZING A NEW GENERATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00683508","","38922.58","31-MAR-26","386821.9","356632.3"
"C00893487","BELLPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00893487","BELL, WESLEY","19039.5","31-MAR-26","30460.5","39500"
"C00823286","MOUNTAIN THIRD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00823286","FRISCH, ADAM","0","20-JAN-26","23302.9","0"
"C00777599","RESILIENCE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00777599","","199721.93","31-MAR-26","13712.2","0"
"C00892711","BUILDING A REPUBLIC AMERICA DESERVES","http://docquery.fec.gov/cgi-bin/fecimg/?C00892711","KNOTT, BRAD","24852.81","31-MAR-26","62383.5","81236.3"
"C00820787","B BRIGADE MAJORITY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00820787","","1890.71","31-MAR-26","79980.5","70109.1"
"C00769109","HEALTH JOBS JUSTICE","http://docquery.fec.gov/cgi-bin/fecimg/?C00769109","OSSOFF, T.","174257.77","31-MAR-26","678512.8","605861"
"C00891929","WIN THE FUTURE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00891929","ANSARI, YASSAMIN","14977.45","31-MAR-26","35592.6","50570"
"C00891861","TOGETHER FORWARD","http://docquery.fec.gov/cgi-bin/fecimg/?C00891861","MCIVER, LAMONICA","18927.6","31-MAR-26","3037.4","21965"
"C00891572","TEAM IMER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00891572","","1.25","31-MAR-26","4780.5","4393.7"
"C00425470","DEMOCRATS WIN SEATS (DWS PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00425470","WASSERMAN SCHULTZ, DEBBIE","26273.13","31-MAR-26","298074.1","320332"
"C00498931","COMMONWEALTH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00498931","","0","22-OCT-25","43830.4","32594.7"
"C00695874","GETTING REPUBLICANS ELECTED FOR GENERATIONS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00695874","","99318.77","31-MAR-26","56767.1","39617.1"
"C00825463","FLORIDA FREEDOM ACTION","http://docquery.fec.gov/cgi-bin/fecimg/?C00825463","","1176.98","31-MAR-26","5937.2","7029.7"
"C00864744","MEANINGFUL ACTION TOWARDS TOMORROW  PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00864744","GUNDERSON, MATT","0","30-NOV-25","2057.6","0"
"C00744532","SUPPORT TAXFIGHTERS & ELECT EFFECTIVE LEADERS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00744532","","9143.14","31-MAR-26","112460","0"
"C00882043","URBAN PROGRESS LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00882043","DAVIS, DANNY","2037.67","31-MAR-26","8362.3","10992.2"
"C00869826","MTG FOR GEORGIA LEADERSHIP COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00869826","GREENE, MARJORIE TAYLOR","0","31-MAR-26","27376.6","8392.7"
"C00880724","CONSERVATIVE SERVICE ACTION RESULTS (CSAR) PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00880724","DOWNING, TROY","195.68","31-MAR-26","73455.5","63978.9"
"C00807909","STOP COLLECTIVISM OR TOTALITARIANISM TRIUMPHS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00807909","","0","14-JAN-25","0","0"
"C00764886","LASTING INVESTMENTS STRENGTHENING AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00764886","MCCLAIN, LISA","142034.29","31-MAR-26","498522.9","615639.9"
"C00825398","MISSOURI TRUTH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00825398","ALFORD, MARK","9788.03","31-MAR-26","75390.6","73960.6"
"C00822478","SECURING A KINDER DEMOCRACY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00822478","KAMLAGER-DOVE, SYDNEY","14497.79","31-MAR-26","19330.1","31750"
"C00805671","FAITH IN AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00805671","","4410.41","31-MAR-26","14485.4","16018"
"C00426965","LIVABLE COMMUNITIES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00426965","GRIJALVA, REP. RAUL M","899.86","31-MAR-26","7883.8","1015"
"C00570945","E-PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00570945","","627984.83","31-MAR-26","973331.4","1155752"
"C00764134","FREE MARKET FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00764134","SPARTZ, VICTORIA","9904.43","31-MAR-26","30220.8","39718.7"
"C00769695","FREEDOM FORCE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00769695","SALAZAR, MARIA ELVIRA","13293.84","31-MAR-26","88008.8","84302.6"
"C00889543","OVER THE TARGET PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00889543","DESPAIN, MONIQUE","0","30-JUN-25","36.8","0"
"C00635367","TENACIOUS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00635367","","82443.01","31-MAR-26","189547.7","247278.6"
"C00882134","THIN BLUE LINE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00882134","EVANS, TIMOTHY GABRIEL","34315.22","31-MAR-26","71300.9","99868.9"
"C00850917","BASED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00850917","","0","28-APR-25","0","0"
"C00889337","COMMANDER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00889337","","5757.48","31-MAR-26","8592","14100"
"C00889311","FIGHTING FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00889311","BUCKHOUT, LAURIE","","","",""
"C00603134","VISIONARY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00603134","KELLY, ROBIN","20545.78","31-MAR-26","111788.8","80500"
"C00765198","LEADING PEOPLE FORWARD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00765198","FLETCHER, ELIZABETH","156863.37","31-MAR-26","42258.7","126500"
"C00760694","SCONNIE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00760694","FITZGERALD, SCOTT","4503.9","31-MAR-26","71543.2","59777.3"
"C00551168","PUGET PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00551168","LARSEN, RICK","80992.19","31-MAR-26","205765.5","252500"
"C00433680","TREASURE STATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00433680","TESTER, R. JON","37264.66","31-MAR-26","54321.2","2962.2"
"C00569871","DOING RIGHT - RESULTS ACTION UNITY LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00569871","RUIZ, RAUL","31838.55","31-MAR-26","696560.9","690000"
"C00887588","DEMOCRATS VOTE","http://docquery.fec.gov/cgi-bin/fecimg/?C00887588","","75361.6","31-MAR-26","1702873","1543985.8"
"C00882332","RIGHT TRACK USA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00882332","FEDORCHAK, JULIE","11595","31-MAR-26","47944","58000"
"C00885731","STAND TALL FOR KANSAS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00885731","SCHMIDT, DEREK","2609.19","31-MAR-26","39306.2","37838.9"
"C00886879","10000 LAKES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00886879","MORRISON, KELLY LOUISE","6147","31-MAR-26","65544.1","68000"
"C00688846","INSPIRING LEADERSHIP HAS A NAME PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00688846","OMAR, ILHAN","64531.35","31-MAR-26","90984.6","80127.1"
"C00867192","MOVE US FORWARD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00867192","EVANS, JERRY","","","",""
"C00853358","NEPA NEXT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00853358","BRESNAHAN, ROB","24336.03","31-MAR-26","135031.3","140949.7"
"C00831503","FOUNDATIONS BASED ON INTEGRITY POLITICAL ACTION COMMITTEE (FBIPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00831503","","9444.5","31-MAR-26","888.4","5470.8"
"C00886309","HEALING AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00886309","REDDY, PRASANTH DR.","","","",""
"C00381806","PROGRESSIVE CHOICES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00381806","SCHAKOWSKY, JANICE D","30351.41","31-MAR-26","54782.6","54573"
"C00885921","NC2DC LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00885921","MOORE, TIM","48488.46","31-MAR-26","16911.2","65000"
"C00840918","FARM TO TABLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00840918","PINGREE, CHELLIE","7110.56","31-MAR-26","26989.8","10000"
"C00876821","NLD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00876821","DOMENICI, NELLA","3295.47","31-MAR-26","14574.2","482"
"C00747642","SCIENCE TRUTH AND EXPERTISE MATTER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00747642","CASTEN, SEAN","53472.3","31-MAR-26","22207.9","61257.7"
"C00655423","BRIDGE THE GAP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00655423","SCHNEIDER, BRADLEY","88604.77","31-MAR-26","223950.9","266130"
"C00416743","VICTORY NOW PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00416743","VAN HOLLEN, CHRIS","227148.5","31-MAR-26","244656","212607.9"
"C00882837","RESTORE INTEGRITY COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00882837","BELNOME, JOSEPH","","","",""
"C00877506","SPACE COAST LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00877506","","6045.51","31-MAR-26","105700.1","104132.5"
"C00563247","PROTECTING AMERICA UNDER LAW POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00563247","GOSAR, PAUL","10789.43","31-MAR-26","3045","5000"
"C00747477","SENSIBLE AMERICAN SOLUTIONS SUPPORTING EVERYONE STATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00747477","","5488.98","31-MAR-26","0","0"
"C00883983","DARK HORSE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00883983","","0","15-APR-25","3696.4","0"
"C00874560","DUTY HONOR VICTORY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00874560","HARRIGAN, PAT","33908.43","31-MAR-26","48192.8","70661.1"
"C00729616","CITY ON A HILL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00729616","","2187.99","31-MAR-26","27182.5","29075.9"
"C00452763","NEW SOUTH LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00452763","","129338.74","31-MAR-26","45555.3","1745.8"
"C00858076","FIXING THINGS","http://docquery.fec.gov/cgi-bin/fecimg/?C00858076","LINDERMAN, HANK","2263.75","31-MAR-26","12724.3","5000"
"C00764472","GADS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00764472","DEVOLDER-SANTOS, GEORGE ANTHONY","","","",""
"C00882449","HOUSE CALL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00882449","DEXTER, MAXINE","9514.52","31-MAR-26","24125.7","27600"
"C00545079","BELIEF IN LIFE AND LIBERTY POLITICAL ACTION COMMITTEE (BILL'S PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00545079","","697811.59","31-MAR-26","168735.5","28520.4"
"C00528075","FIRST CAPITAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00528075","PERRY, SCOTT","13702.98","31-MAR-26","42572","37500"
"C00881979","STAND WITH AMERICA'S TEAM (SWAT) PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00881979","ESPOSITO, ALISON","1199.7","31-MAR-26","0","0"
"C00880674","INDIANAENGRPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00880674","MESSMER, MARK MR.","26119.3","31-MAR-26","52321","54228"
"C00685552","MEDICARE FOR ALL","http://docquery.fec.gov/cgi-bin/fecimg/?C00685552","JAYAPAL, PRAMILA","3002434.21","31-MAR-26","3523067.7","4037402"
"C00881623","STRENGTH AND HONOR PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00881623","ANDERSON, DERRICK","0","08-AUG-25","19145.4","0"
"C00826362","WINNING FOR AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00826362","","316089.19","31-MAR-26","1018932.4","1243633.2"
"C00836064","CATAPULT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00836064","SESSLER, JERROD","6700","31-MAR-26","0","5000"
"C00685115","GROWING OUR OWN DYNAMIC ECONOMY NOW","http://docquery.fec.gov/cgi-bin/fecimg/?C00685115","","3003.61","31-MAR-26","268908.8","263923.1"
"C00881490","FOR OUR NATION'S GREATNESS, RESILIENCE, EXCELLENCE, STRENGTH, AND SECURITY (FONGRESS) PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00881490","","4757.04","31-MAR-26","61067.9","60159.1"
"C00768887","PAC FOR GOOD","http://docquery.fec.gov/cgi-bin/fecimg/?C00768887","","33613.11","31-MAR-26","186642.4","164000"
"C00641142","AMERICANS FOR LEGISLATING EXCELLENCE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00641142","MOONEY, ALEXANDER XAVIER","23493.34","31-MAR-26","25759.3","37189.5"
"C00363317","MANHATTAN POLITICAL ACTION COMMITTEE (MANHATTAN PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00363317","NADLER, JERROLD","35172.69","31-MAR-26","5508.4","12.3"
"C00769125","DREAM BIG PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00769125","OWENS, BURGESS","7684.76","31-MAR-26","54746.1","52403.3"
"C00570861","R SENATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00570861","CORNYN, JOHN","175722.76","31-MAR-26","10078.4","64987.5"
"C00875914","THE GRANITE STATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00875914","HAMLEN, WILLIAM P","0","25-JUN-25","7820.8","0"
"C00827394","BLESSING OF LIBERTY","http://docquery.fec.gov/cgi-bin/fecimg/?C00827394","BRECHEEN, JOSH","4945.41","31-MAR-26","4139","9002.5"
"C00540146","FIRST IN FREEDOM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00540146","","509999.88","31-MAR-26","477413.9","686142.7"
"C00708636","HOULAPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00708636","HOULAHAN, CHRISSY","26637.13","31-MAR-26","76135.3","72500"
"C00409276","MAKING A RESPONSIBLE STAND FOR HOUSEHOLDS IN AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409276","BLACKBURN, MARSHA","107661.55","31-MAR-26","916574.3","683054.6"
"C00489112","JUSTICE EQUALITY FREEDOM FOREVER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00489112","","37623.2","31-MAR-26","41045.4","0"
"C00879288","NICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00879288","GUTHRIE, S. BRETT","56723","31-MAR-26","560","42500"
"C00538835","COMMON GROUND PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00538835","KAINE, TIMOTHY","472272.35","31-MAR-26","1362058.1","1794813.8"
"C00878900","CARING ABOUT COMMON SENSE","http://docquery.fec.gov/cgi-bin/fecimg/?C00878900","CARRIS, JIM","17358.22","31-MAR-26","22120","0"
"C00743641","BLUE SENATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00743641","MERKLEY, JEFFREY","46951.62","31-MAR-26","358651.9","159325.7"
"C00830109","SECURE AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00830109","SPALDING, CARLA A","1832.61","31-MAR-26","267.4","2000"
"C00877621","MAINTAINING AMERICAN COMPETITIVENESS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00877621","MACKENZIE, RYAN EDWARD","3282.55","31-MAR-26","88560.5","89343"
"C00566562","BACKPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00566562","BEYER, DONALD","74893.9","31-MAR-26","109829.9","147783"
"C00872481","PEACH STATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00872481","JACK, BRIAN","76381.93","31-MAR-26","78030.2","122047.8"
"C00412288","BILL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00412288","","499749.59","31-MAR-26","39478.8","61083.2"
"C00483487","BRINGING REPUBLICAN EXCELLENCE TO TOWN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00483487","GUTHRIE, S. BRETT","269364.22","31-MAR-26","522347.9","645025.6"
"C00493924","REINVENTING A NEW DIRECTION POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00493924","","144011.56","31-MAR-26","123403.4","217423.4"
"C00364174","TOGETHER FOR OUR MAJORITY POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00364174","","430500.29","31-MAR-26","35270.7","0"
"C00431478","GIVING WILLINGLY EMPOWERING NATIONALLY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00431478","MOORE, GWEN","13971.33","31-MAR-26","260017","266778.5"
"C00819854","EL SUENO AMERICANO","http://docquery.fec.gov/cgi-bin/fecimg/?C00819854","FLORES, MAYRA NOHEMI","0","23-MAR-26","112395.1","112356.1"
"C00531517","GIVING US SECURITY POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00531517","BILIRAKIS, GUS","24838.94","31-MAR-26","84587.6","59671.2"
"C00431403","VOTE TO ELECT REPUBLICANS NOW PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00431403","","4303.65","31-MAR-26","156402.8","129297.2"
"C00508010","PROGRESSIVES ADVANCING UNITED LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00508010","TONKO, PAUL","101812.72","31-MAR-26","473.6","12500"
"C00647420","BOLD ACTIVE CONSERVATIVES OF NEBRASKA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00647420","BACON, DONALD","2213.73","31-MAR-26","101821.8","93333.3"
"C00749481","RAPTOR PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00749481","","191938.9","31-MAR-26","802481.1","837506.6"
"C00876284","DON'T MESS WITH TEXAS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00876284","JOHNSON, JULIE","3305.31","31-MAR-26","55646","54940.8"
"C00498360","TRUTH IS MARKETS WORK FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00498360","WALBERG, TIMOTHY L REP","48037.49","31-MAR-26","72962.9","96216.1"
"C00758862","GETTING RESULTS BY ENGAGING THE GRASSROOTS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00758862","STANTON, GREG","35444.2","31-MAR-26","36371","50250"
"C00392738","HOOPS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00392738","WYDEN, RON","122015.45","31-MAR-26","563516.5","551678.6"
"C00875732","ONE COUNTRY, ONE DESTINY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00875732","COUGHLIN, KEVIN","0","20-MAR-26","19548.5","19539.6"
"C00875823","THE ONE AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00875823","LINCOLN, KEVIN","3272.53","31-MAR-26","-2525","0"
"C00635219","DELIVERING AMERICAN VALUES IN DC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00635219","KUSTOFF, DAVID","69717.49","31-MAR-26","117270.7","111000"
"C00741371","ROOTED IN COMMUNITY LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00741371","TLAIB, RASHIDA","34791.54","31-MAR-26","241170.9","149740.1"
"C00617803","JOBS, EDUCATION, & FAMILIES FIRST  JEFF PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00617803","JEFFRIES, HAKEEM","894939.61","31-MAR-26","1199034.4","1198573.5"
"C00692590","SUNSHINE ORGANIZATION FOR TREMENDOUS OPPORTUNITIES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00692590","SOTO, DARREN","9982.61","31-MAR-26","80193.9","82500"
"C00571216","DEFENDING AMERICAN VALUES EVERYWHERE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00571216","JOYCE, DAVID P.","258553.35","31-MAR-26","77241.1","138500"
"C00875047","RESTORING OUR FREEDOM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00875047","TAYLOR, DAVID","7828.96","31-MAR-26","21668","28500"
"C00874792","RESTORE COMMON SENSE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00874792","LIPETRI, MIKE","30.57","31-MAR-26","750","0"
"C00742346","GET AMERICA RIGHT: COMMUNITY IN ACTION","http://docquery.fec.gov/cgi-bin/fecimg/?C00742346","","52368.17","31-MAR-26","19460","0"
"C00823351","REPUBLICANS UNITED TO DEFEND YOU PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00823351","YAKYM, RUDY","32066.36","31-MAR-26","300849.5","287517.2"
"C00565630","MAINTAINING ALL REPUBLICANS IN OFFICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00565630","DIAZ-BALART, MARIO","75940.09","31-MAR-26","105621.2","144150"
"C00497594","DEFENDING AMERICA'S VALUES EVERYWHERE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00497594","","3355.68","31-MAR-26","77499.7","22500"
"C00376038","HELP AMERICA'S LEADERS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00376038","ROGERS, HAROLD","34409.54","31-MAR-26","126806.7","75745.5"
"C00649525","RESTORING OUR NATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00649525","","65693.1","31-MAR-26","213237.5","234912"
"C00438291","DENALI LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00438291","MURKOWSKI, LISA","752852.56","31-MAR-26","472467.3","481489.6"
"C00235655","BLUEGRASS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00235655","","38636.99","31-MAR-26","373685.3","241458.2"
"C00784694","TKJ PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00784694","KEAN, THOMAS H. JR.","14579.17","31-MAR-26","100595.7","111695"
"C00344648","RELY ON YOUR BELIEFS FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00344648","BLUNT, ROY","820909.97","31-MAR-26","74292.2","30681.3"
"C00365270","M-PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00365270","","181884.88","31-MAR-26","627567.8","655740"
"C00633164","BUILDING INNOVATIVE GOOD GOVERNMENT SOLUTIONS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00633164","","31650.41","31-MAR-26","1536.8","31865.2"
"C00844266","BUILDING A COMPETITIVE KEYSTONE STATE (BACKS) PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00844266","MONTERO, MARIA","2687.74","31-MAR-26","9.4","0"
"C00871178","GRACE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00871178","NAPOLITANO, GRACE","","","",""
"C00721233","BEAT THE ODDS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00721233","LEE, SUSIE","25175.42","31-MAR-26","146311.4","155850.7"
"C00807412","HELLFIRE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00807412","HUNT, WESLEY","33912.7","31-MAR-26","2599317.6","1845677.4"
"C00589994","BUILDING RENEWAL IN AMERICA NOW PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00589994","BABIN, BRIAN","24116.33","31-MAR-26","86226.9","105780.3"
"C00769216","THE GOOD TROUBLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00769216","WILLIAMS, NIKEMA","14437.41","31-MAR-26","44771.8","32975"
"C00540989","COMMUNITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00540989","JOHNSON, HENRY C. 'HANK'","12676.61","31-MAR-26","10752.2","16000"
