Committee_Id,Committee_Name,Link_Image,Sponsor_Name,Cash_on_Hand,Coverage_End_Date,Total_Disbursement,Total_Receipt
"C00918763","FOREVER TEXAS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00918763","CAIN, BRISCOE ROWELL III","15877.9","31-MAR-26","10266.5","26144.4"
"C00919522","PAC OF APPLES","http://docquery.fec.gov/cgi-bin/fecimg/?C00919522","SCHRIER, KIM DR.","15383.02","31-MAR-26","47867","63250"
"C00899435","ELECT EVERY DEMOCRAT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00899435","FRANKEL, LOIS","472357.56","31-MAR-26","1064478.7","1536836.3"
"C00545137","LEADERSHIP OPPORTUNITY INNOVATION SERVICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00545137","FRANKEL, LOIS","8957.29","31-MAR-26","138958.4","136000"
"C00659771","WIN THE HOUSE NOW PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00659771","BARRAGAN, NANETTE","223507.74","31-MAR-26","45392.9","153350"
"C00699421","A WOMAN'S PLACE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00699421","SCANLON, MARY GAY","216.48","31-MAR-26","44567.1","44017"
"C00486720","SEA CHANGE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00486720","","15407.73","31-MAR-26","312143.9","5082.2"
"C00494112","BEEPAC (BUILDING ECONOMIC EMPOWERMENT PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00494112","HIMES, JIM","36536.59","31-MAR-26","230905.2","245639"
"C00834762","CHUTZ PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00834762","","668.31","31-MAR-26","6096.4","6145"
"C00547356","INLAND EMPIRE STRIKES PAC; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00547356","TAKANO, MARK","3005.94","31-MAR-26","78399.4","80192.5"
"C00753947","LA BAMBA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00753947","TORRES, RITCHIE","191337.03","31-MAR-26","833091.5","948033.4"
"C00567495","JOBS UNITE LABOR AND INDUSTRY IN AMERICA PAC (JULIA PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00567495","BROWNLEY, JULIA","241193.94","31-MAR-26","28105.2","50875.3"
"C00762260","COACH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00762260","TUBERVILLE, THOMAS H","160706.19","31-MAR-26","175747","248931.6"
"C00916825","BECAUSE REAL AMERICANS NEVER DOUBT OUR NATION","http://docquery.fec.gov/cgi-bin/fecimg/?C00916825","","3681.6","31-MAR-26","26885","30566.6"
"C00910786","TEXAS LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00910786","CORTEZ, JOSHUA","0","31-MAR-26","0","0"
"C00881268","GUARDING OUR LASTING DEMOCRACY (GOLD) PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00881268","GOLDMAN, CRAIG","175565.19","31-MAR-26","137002.5","180203.7"
"C00652164","JERSEY VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00652164","GOTTHEIMER, JOSH","825163.07","31-MAR-26","208525.8","378834.1"
"C00629212","ALL FOR OUR COUNTRY LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00629212","CORTEZ MASTO, CATHERINE","112346.81","31-MAR-26","982653.8","963183.2"
"C00774588","MISSION FIRST PEOPLE ALWAYS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00774588","JAMES, JOHN","23553.85","31-MAR-26","146171.6","26586"
"C00914366","NO FAIL MISSION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00914366","SCHWARZE, ADAM","25916.99","31-MAR-26","30347","56264"
"C00765313","MAKE AMERICA FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00765313","CARGILE, MIKE","77.5","31-MAR-26","102.5","175"
"C00902866","UPON THIS ROCK PAC (MULTI-CANDIDATE)","http://docquery.fec.gov/cgi-bin/fecimg/?C00902866","VERBICA, PETER","283.6","31-MAR-26","5187.7","5471.3"
"C00885319","COLORADO WESTERN POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00885319","","37295.15","31-MAR-26","108848.8","143150.1"
"C00914424","FIGHT FOR A DEMOCRATIC MAJORITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00914424","","30955.65","31-MAR-26","83108.4","114064.1"
"C00471813","ACCOUNTABILITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00471813","POSEY, BILL","3708.93","31-MAR-26","150","0"
"C00839662","COYOTE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00839662","","0","23-DEC-25","58223.4","12500"
"C00564187","EDUCATE AND INNOVATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00564187","MARKEY, EDWARD","93569.93","31-MAR-26","329557.6","386400"
"C00412791","FORWARD TOGETHER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00412791","WARNER, MARK","932802.2","31-MAR-26","948239.8","1122887"
"C00375584","GREAT LAKES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00375584","STABENOW, DEBBIE","675279.28","31-MAR-26","144575.7","45356.9"
"C00760009","PUTTING NEW HAMPSHIRE FIRST","http://docquery.fec.gov/cgi-bin/fecimg/?C00760009","PAPPAS, CHRIS","899.02","31-MAR-26","84057","81685"
"C00347195","PRAIRIE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00347195","DURBIN, RICHARD","2004.31","31-MAR-26","281513.1","207256.1"
"C00913665","ANNALISA STRAVATO FOR PRINCIPLES, INTEGRITY, REPUBLICAN EMPOWERMENT ASPIRE","http://docquery.fec.gov/cgi-bin/fecimg/?C00913665","","6082.22","31-MAR-26","3234.8","9317"
"C00691626","CUT THE BULL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00691626","MILLER, CAROL DEVINE","23657.41","31-MAR-26","59620.9","48548.9"
"C00493700","BLUE HEN FEDERAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00493700","COONS, CHRISTOPHER","713699.87","31-MAR-26","534902","695350"
"C00912873","READY TO FIGHT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00912873","WALKINSHAW, JAMES","27940.96","31-MAR-26","22929.5","50870.5"
"C00687582","GIDDY UP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00687582","HICKENLOOPER, JOHN","28401.05","31-MAR-26","391551.1","353022.4"
"C00491936","COMMON SENSE COLORADO","http://docquery.fec.gov/cgi-bin/fecimg/?C00491936","BENNET, MICHAEL F.","35592.7","31-MAR-26","160093.1","188696.1"
"C00912394","RED ROOTS FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00912394","","2909.56","31-MAR-26","1220.7","4130.2"
"C00785816","LIFTOFF PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00785816","KELLY, MARK","271537.2","31-MAR-26","1184114.1","1357124.3"
"C00719971","SENATE EAGLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00719971","","761920.44","31-MAR-26","780566.4","1488015.1"
"C00781740","CONSERVATIVE OPPORTUNITY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00781740","NORMAN, RALPH","30131.97","31-MAR-26","124537.1","125750"
"C00459925","AMERICAN MOBILIZATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00459925","MURPHY, CHRISTOPHER","1225417.07","31-MAR-26","1159533.6","2349699.9"
"C00572586","CAPITOL HEEL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00572586","ADAMS, ALMA SHEALEY","4633.12","31-MAR-26","9455","0"
"C00385534","LEGPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00385534","CARDIN, BENJAMIN L","135837.39","31-MAR-26","13542.4","0"
"C00748186","COMMONSENSE, CONSERVATIVE VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00748186","","222371.34","31-MAR-26","130798.1","237545.8"
"C00910174","CONSERVATIVE CORNHUSKERS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00910174","LINDSTROM, BRETT","78239.86","31-MAR-26","84073.8","162313.7"
"C00746735","HMS SCRAP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00746735","STEVENS, HALEY","9281.49","31-MAR-26","297522.4","303383.4"
"C00461137","TAKING OUR MAJORITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00461137","","4711.19","31-MAR-26","10881.4","7500"
"C00909598","LIBERTY & LAW PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00909598","WHITSON, STEWART","0","30-SEP-25","15207","15207"
"C00909556","TRIDENT VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00909556","MAASDAM, MATTHEW","20921","31-MAR-26","3079","24000"
"C00909879","WALLEYE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00909879","WILLIAMS, JOSH","0","31-MAR-26","0","0"
"C00907741","DEMOCRACY FOR ALL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00907741","","3642.84","31-MAR-26","29563.5","33206.3"
"C00776310","WE INVEST IN LIVES AND DREAMS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00776310","WILD, SUSAN","0","30-JUN-25","20336.6","5392.3"
"C00430579","BRAVE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00430579","SCOTT, DAVID ALBERT","73522.35","31-MAR-26","38002.9","35000"
"C00867978","GOLDEN STATE DEMOCRACY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00867978","","10811.18","31-MAR-26","27544.1","30428"
"C00489336","WILD AND WONDERFUL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00489336","CAPITO, SHELLEY","407602.4","31-MAR-26","500964.1","670140.3"
"C00908905","LA LUZ","http://docquery.fec.gov/cgi-bin/fecimg/?C00908905","RIVAS, LUZ","2856.4","31-MAR-26","4643.6","7500"
"C00403071","ONE VOICE","http://docquery.fec.gov/cgi-bin/fecimg/?C00403071","","58973.65","31-MAR-26","18200.1","14731.5"
"C00908145","NEZARUS","http://docquery.fec.gov/cgi-bin/fecimg/?C00908145","NEZARUS, NEZARUS","","","",""
"C00705368","BLUE DISTRICT PROJECT","http://docquery.fec.gov/cgi-bin/fecimg/?C00705368","","81626.34","31-MAR-26","209694.4","281780.2"
"C00823773","JUSTICE LEAGUE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00823773","GARCIA, ROBERT","34539.75","31-MAR-26","72447.2","100859"
"C00451583","WOLVERINE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00451583","DINGELL, DEBBIE","16420.71","31-MAR-26","126260","64413.3"
"C00890475","DE COLORES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00890475","RANDALL, EMILY","20765.5","31-MAR-26","15282.5","35500"
"C00904102","BOLD ACTION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00904102","","227.58","31-MAR-26","49369.4","49596.9"
"C00901371","BUILDING ARIZONA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00901371","KEENAN, DANIEL","0","31-MAR-26","563.3","563.3"
"C00872804","DEFEND FREEDOM, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?C00872804","GABBARD, TULSI","726612.43","31-MAR-26","54065","108685.8"
"C00883298","FREE INDEED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00883298","TEIRAB, JOE","11057.84","31-MAR-26","3205","0"
"C00878389","HEAL AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?C00878389","KENNEDY, MIKE","9860.23","31-MAR-26","20439.8","29100"
"C00884452","HELPING ELECT AMERICAN LEADERS PAC HEAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00884452","BIGGS, SHERI","4644.46","31-MAR-26","21035","18779.5"
"C00887539","IOWA VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00887539","FEENSTRA, RANDALL","0","31-MAR-26","44500","38500"
"C00898361","STOP THE LEFT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00898361","WHITE, ROYCE","0","23-FEB-26","0","0"
"C00888255","TIGER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00888255","ONDER, ROBERT","1507.5","31-MAR-26","57156.5","54014"
"C00768689","AMERICA FIRST PATRIOTS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00768689","FRANCE, MIKE","62262.31","31-MAR-26","185752.3","228969.8"
"C00693796","BUCKEYE LIBERTY POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00693796","","500553.89","31-MAR-26","558528.4","873704.3"
"C00846675","DEDICATED ACTION VICTORY INITIATIVE STRATEGY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00846675","","0","18-JUN-25","1014.4","163"
"C00634519","DEFEND FREEDOM POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00634519","DAVIDSON, WARREN","52739.57","31-MAR-26","52016.6","59220.4"
"C00814897","EMPIRE STRIKE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00814897","D'ESPOSITO, ANTHONY P","0","28-APR-26","37918.4","1675"
"C00816751","IT MATTERS WHO LEADS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00816751","OGLES, ANDY","2630.99","31-MAR-26","9335","2750"
"C00757120","NOW ELECTING HONEST LEADERSHIP AND SERVICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00757120","","76740.18","31-MAR-26","27899.5","84394.6"
"C00859546","OHIO VALLEY LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00859546","RULLI, MICHAEL","12119.09","31-MAR-26","37121.1","25671.9"
"C00819425","OLD BREED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00819425","MCCORMICK, RICHARD DEAN DR.","33959.67","31-MAR-26","162295.7","143534.5"
"C00693713","OUR FREEDOM, OUR FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00693713","","3675.48","31-MAR-26","3693.4","3136"
"C00708172","PA-FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00708172","MEUSER, DANIEL","12929.56","31-MAR-26","122436.8","113567.5"
"C00573493","RESTORING OUR DEMOCRACY (ROD PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00573493","","0","16-JAN-26","36106.2","16001.4"
"C00765578","TENNESSEE TOUGH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00765578","","3069.39","31-MAR-26","77565","58000"
"C00494302","LEAD ENCOURAGE ELECT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00494302","","500765.95","31-MAR-26","331995.2","678383.7"
"C00379479","THE HAWKEYE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00379479","","113842.28","31-MAR-26","314433.2","331031.9"
"C00906560","FIGHTING FOR ALABAMA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00906560","","1081.93","31-MAR-26","0","1081.9"
"C00906693","JUSTICE UNITES LIBERTY, INTEGRITY, AND AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00906693","HASHEMIEH, JULIA","0","26-MAR-26","0","0"
"C00903898","DELIVER ENERGIZE SUCCEED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00903898","DESMOND, JIM","2375","31-MAR-26","1750","4125"
"C00900688","BAUM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00900688","BAUMGARTNER, MICHAEL JAMES","14590.82","31-MAR-26","60036.3","74627.1"
"C00906107","EASTERN NORTH CAROLINA - ENCPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00906107","","0","31-DEC-25","0","0"
"C00905836","ALWAYS FREE","http://docquery.fec.gov/cgi-bin/fecimg/?C00905836","WILLIS, THOMAS EDWARD II","19887.12","31-MAR-26","3500","23387.1"
"C00493072","DAKOTA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00493072","HOEVEN, JOHN","269577.19","31-MAR-26","256049.3","237493.1"
"C00571323","TOGETHER HOLDING OUR MAJORITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00571323","","286439.94","31-MAR-26","738694.8","817151.4"
"C00667360","TOGETHER WE RISE","http://docquery.fec.gov/cgi-bin/fecimg/?C00667360","CHU, JUDY","74433.42","31-MAR-26","30134.2","55000"
"C00839886","SUPPORTING EFFECTIVE THOUGHTFUL LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00839886","MAGAZINER, SETH","3951.9","31-MAR-26","24759.3","25493.4"
"C00900936","TURNOUT FOR DEMOCRACY","http://docquery.fec.gov/cgi-bin/fecimg/?C00900936","","14000","31-MAR-26","22500","36500"
"C00855791","ADAMANT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00855791","HOLLIER, ADAM","0","31-DEC-25","22125.3","0"
"C00904169","FIGHT ON PAC-FEDERAL","http://docquery.fec.gov/cgi-bin/fecimg/?C00904169","","0","19-DEC-25","5000","5000"
"C00840462","SILICORN VALLEY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00840462","BUDZINSKI, NIKKI","23733.19","31-MAR-26","210268.9","223650"
"C00422774","ADVANCING DEMOCRACY AND MOBILIZATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00422774","SCHIFF, ADAM","256651.85","31-MAR-26","672078.7","874891.4"
"C00903716","NEW CAROLINA FUTURE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00903716","BENNETT, JUSTIN","","","",""
"C00681643","DELIVER. EXCEL. BELIEVE. PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00681643","","434194.83","31-MAR-26","39449.8","471986.2"
"C00903476","OHANA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00903476","TOKUDA, JILL","9757.99","31-MAR-26","242","10000"
"C00903328","AIM HIGH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00903328","","0","31-MAR-26","0","0"
"C00832808","NEW SHERIFF PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00832808","EZELL, WALTER MICHAEL","7223.18","31-MAR-26","42200.4","29298.5"
"C00783167","WORKING FOR OHIO","http://docquery.fec.gov/cgi-bin/fecimg/?C00783167","VANCE, J","841304.73","31-MAR-26","590160.4","1415446"
"C00573709","CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00573709","AGUILAR, PETE","381476.26","31-MAR-26","800267.2","1080756.5"
"C00879858","BUILD WISCONSIN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00879858","","34309.29","31-MAR-26","3553.8","0"
"C00898734","FLORIDA FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00898734","PATRONIS, JIMMY","37683.41","31-MAR-26","6544.5","44227.9"
"C00516724","JOBS, ENERGY AND OUR FOUNDING FATHERS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00516724","","632481.92","31-MAR-26","73475.7","652614.4"
"C00458570","A NEW DIRECTION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00458570","SHAHEEN, JEANNE","174303.02","31-MAR-26","294238.1","216152.2"
"C00821058","ALABAMA FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00821058","BRITT, KATIE BOYD","265192.16","31-MAR-26","1452640.9","1416486"
"C00901033","MONROE STREET PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00901033","BYNUM, JANELLE","32944.25","31-MAR-26","1555.8","34500"
"C00296640","REPUBLICAN MAJORITY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00296640","","453032.24","31-MAR-26","580301.4","923287.4"
"C00819888","DUTY FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00819888","","4703.23","31-MAR-26","289612.3","60875.4"
"C00631051","ABRAHAM LINCOLN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00631051","","395051.45","31-MAR-26","282124.5","387433.9"
"C00834101","AS MAINE GOES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00834101","GOLDEN, JARED","12645.5","31-MAR-26","57323.4","55572.5"
"C00409003","HEARTLAND VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409003","","1762743.87","31-MAR-26","2188009.7","2708174.2"
"C00794198","BUILD THE BENCH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00794198","CARTER, TROY A. SR.","40362.28","31-MAR-26","99314.5","126094.9"
"C00563429","MAKING A SENSIBLE SHIFT IN ELECTIONS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00563429","MASSIE, THOMAS H.","56484.14","31-MAR-26","133309.7","126579.5"
"C00571174","SERVE AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00571174","","43333.78","31-MAR-26","712192.2","462926.1"
"C00851998","PENNSYLVANIA HONOR","http://docquery.fec.gov/cgi-bin/fecimg/?C00851998","MCCORMICK, DAVE","386101.04","31-MAR-26","843531.7","1106580.8"
"C00899880","RESULTS FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00899880","LATIMER, GEORGE","4974","31-MAR-26","26","5000"
"C00491183","AMERICAN VICTORY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00491183","","0","13-MAR-25","121310","0"
"C00326439","HOUSE CONSERVATIVES FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00326439","","196081.32","31-MAR-26","809885.2","947410.8"
"C00820209","FIGHTIN' RIGHT Y'ALL","http://docquery.fec.gov/cgi-bin/fecimg/?C00820209","FRY, RUSSELL","44699.85","31-MAR-26","74169.3","91184.7"
"C00417493","PROGRESSIVE AMERICANS FOR DEMOCRACY","http://docquery.fec.gov/cgi-bin/fecimg/?C00417493","","95234.35","31-MAR-26","74671.5","109968.2"
"C00691501","REJOICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00691501","","47236.1","31-MAR-26","340212.9","285610.6"
"C00490235","AMERICA'S FUTURE, TOGETHER","http://docquery.fec.gov/cgi-bin/fecimg/?C00490235","","1853227.14","31-MAR-26","125683.8","231329.4"
"C00695395","ELECT MORE DEMOCRATS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00695395","LEVIN, MIKE","23747.51","31-MAR-26","257019.4","249372.7"
"C00880435","PIT CREW PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00880435","THERIAULT, AUSTIN LEO","10379.85","31-MAR-26","12118","2000"
"C00894022","DOCTOR'S ORDERS","http://docquery.fec.gov/cgi-bin/fecimg/?C00894022","CONAWAY, HERB MD","11055.25","31-MAR-26","8944.8","19500"
"C00875880","AMERICA'S AWAKENING PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00875880","HARRIS, MARK E","21921.35","31-MAR-26","17848.7","38595"
"C00495887","TOMORROW IS MEANINGFUL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00495887","SCOTT, TIMOTHY E.","978679.89","31-MAR-26","848828.9","1212571.3"
"C00566851","JOBS OPPORTUNITY AND NEW IDEAS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00566851","ERNST, JONI","42002.82","31-MAR-26","468570.7","460680.2"
"C00704411","VOLUNTEER ISSUES PAC INC","http://docquery.fec.gov/cgi-bin/fecimg/?C00704411","","10066.14","31-MAR-26","3508.6","4750"
"C00629576","BUILD OUR MOVEMENT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00629576","JAYAPAL, PRAMILA","344160.05","31-MAR-26","190793.3","264630"
"C00540054","NEBRASKA SANDHILLS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00540054","FISCHER, DEBRA S","132822.08","31-MAR-26","388998.9","475320.8"
"C00683250","GENERATION GO LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00683250","GOMEZ, JIMMY","55026.65","31-MAR-26","254844.9","220316.2"
"C00343574","MAINSTREAM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00343574","LOFGREN, ZOE","5383.86","31-MAR-26","96562.7","95838.6"
"C00824474","THE AMERICAN RENEWAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00824474","MCCORMICK, DAVE","0","24-FEB-25","6027.8","0"
"C00892752","JUNTOS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00892752","GALLEGO, RUBEN","361645.8","31-MAR-26","1003366.2","1312250.3"
"C00576975","LATINO LEADERS FOR EQUALITY, GROWTH, OPPORTUNITY, PROGRESSIVE ACTION & CHANGE (LLEGO-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00576975","GALLEGO, RUBEN","51941.61","31-MAR-26","168173.9","127483.5"
"C00897546","BAMA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00897546","FIGURES, SHOMARI C.","10412.75","31-MAR-26","28260.3","38673"
"C00559211","RESTORE DEMOCRACY","http://docquery.fec.gov/cgi-bin/fecimg/?C00559211","","11653.55","31-MAR-26","100","0"
"C00838128","MAKING AMERICA RESTORE LEADERSHIP & INDEPENDENCE NOW POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00838128","STUTZMAN, MARLIN","16235.73","31-MAR-26","37341.5","39703.7"
"C00856849","SEAL TEAM PT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00856849","MCGUIRE, JOHN","5418.6","31-MAR-26","37327.8","40857.3"
"C00849471","ALWAYS OUT FRONT PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00849471","MERCURI, ROBERT W","0","24-JAN-26","7755.3","0"
"C00779520","KMPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00779520","MANNING, KATHY","717.06","31-MAR-26","13473.3","302"
"C00759019","ALL IN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00759019","","30843.45","31-MAR-26","434040.3","5603.5"
"C00608505","JUSTICE OPPORTUNITY STRENGTH HONOR PAC (JOSHPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00608505","","11843.19","31-MAR-26","11990.3","120"
"C00368696","RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00368696","","379760.32","31-MAR-26","1103886.8","1430555"
"C00762591","SAVE AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?C00762591","","1160361.26","31-MAR-26","21080428","15808522.2"
"C00584805","BFB PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00584805","BOYLE, BRENDAN F","112142.76","31-MAR-26","100489.9","142000"
"C00863373","BEST AT BRINGING ENTREPRENEURIAL RESULTS NEVER IMAGINED OR ENVISIONED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00863373","MORENO, BERNIE","366458.63","31-MAR-26","762960.9","1037811.3"
"C00768408","CAROLINA VICTORY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00768408","ROSS, DEBORAH","17400.02","31-MAR-26","40112.8","52500"
"C00838649","LONGLEAF PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00838649","FOUSHEE, VALERIE","6087.65","31-MAR-26","34118.8","25000"
"C00083337","LOUISIANA ACTION COMMITTEE FOR RURAL ELECTRIFICATION","http://docquery.fec.gov/cgi-bin/fecimg/?C00083337","","46023.42","31-MAR-26","8950","15256.5"
"C00500025","RECLAIM AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00500025","","122779.29","31-MAR-26","45461.6","115429.2"
"C00625111","STRENGTHENING VIRGINIA'S WORKING FAMILIES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00625111","SCOTT, ROBERT","42702.23","31-MAR-26","781.8","30000"
"C00734822","GROWING GEORGIA","http://docquery.fec.gov/cgi-bin/fecimg/?C00734822","","50629.22","31-MAR-26","7050.3","0"
